,AXISBANK,BANKBARODA,HDFCBANK,ICICIBANK,PNB,SBI
2002-07-01,7.68,13.09,42.36,25.1273,9.57,22.8379
2002-07-02,7.65,12.37,41.93,26.7454,9.5,22.8143
2002-07-03,7.77,12.13,41.97,28.0909,9.51,22.5879
2002-07-04,7.75,12.07,43.47,27.3909,9.72,22.6728
2002-07-05,7.76,11.86,42.68,27.6727,9.85,22.7672
2002-07-08,7.9,12.02,41.94,27.2454,9.86,22.819
2002-07-09,8.24,12.18,41.94,27.0909,9.77,22.72
2002-07-10,8.49,12.22,42.06,26.9909,9.83,22.9747
2002-07-11,8.0,12.09,42.03,26.7909,9.36,22.1775
2002-07-12,8.08,12.05,41.99,26.7909,9.51,22.1208
2002-07-15,8.06,11.68,42.01,26.3727,9.77,21.9321
2002-07-16,8.02,11.07,42.14,26.1455,9.5,21.5925
2002-07-17,7.86,11.21,41.98,26.3273,9.33,21.7717
2002-07-18,7.89,11.36,42.14,26.3545,9.38,22.0454
2002-07-19,7.91,11.37,42.83,26.4636,9.3,21.6774
2002-07-22,7.66,10.44,42.97,26.2727,8.96,21.6066
2002-07-23,7.34,10.99,42.96,26.4,9.12,21.5972
2002-07-24,7.3,10.84,42.21,25.7454,9.14,21.4226
2002-07-25,7.3,10.82,42.55,25.4091,9.12,21.2906
2002-07-26,7.07,10.59,42.2,24.9636,8.91,21.1066
2002-07-29,6.89,10.41,42.46,25.7818,8.7,21.5406
2002-07-30,6.87,10.25,42.03,25.0818,8.74,21.333
2002-07-31,6.82,10.24,42.55,25.5636,8.58,21.8708
2002-08-01,6.9,10.4,42.17,26.3182,8.8,21.5028
2002-08-02,7.1,10.28,42.0,25.5727,9.15,21.6632
2002-08-05,7.0,10.69,42.0,24.9273,9.32,21.8284
2002-08-06,7.0,10.26,42.18,24.7909,9.11,21.7906
2002-08-07,6.96,10.26,42.05,24.8727,8.95,21.8755
2002-08-08,6.97,10.04,41.88,24.6818,8.96,21.701
2002-08-09,7.04,10.24,42.0,24.6636,8.87,21.8897
2002-08-12,6.99,10.43,41.96,24.4273,8.91,21.8614
2002-08-13,7.0,10.32,42.3,24.4182,8.89,21.8095
2002-08-14,7.01,10.23,41.66,24.0546,9.0,21.6915
2002-08-15,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-16,7.0,10.35,42.06,24.4,9.11,21.6868
2002-08-19,6.94,10.31,42.2,24.7091,9.24,21.701
2002-08-20,7.01,10.3,42.31,24.5455,9.37,21.7529
2002-08-21,6.97,10.28,41.88,24.6,9.27,21.7293
2002-08-22,7.07,10.16,41.79,24.4364,9.15,21.8425
2002-08-23,7.1,10.3,41.9,25.3364,9.35,21.8661
2002-08-26,7.26,10.33,42.08,25.3364,9.29,21.9888
2002-08-27,7.27,10.3,41.97,25.4091,9.18,21.8897
2002-08-28,7.16,10.31,41.97,25.3182,9.06,21.9557
2002-08-29,7.0,10.3,42.12,25.2546,9.03,21.9935
2002-08-30,7.01,10.4,41.91,26.1091,9.13,22.7719
2002-09-02,7.11,10.28,41.98,25.8636,9.1,22.4181
2002-09-03,7.25,10.01,42.0,25.5273,8.94,22.1633
2002-09-04,7.22,9.98,42.57,25.3454,8.91,22.2199
2002-09-05,7.22,9.96,42.38,25.4818,8.86,22.1633
2002-09-06,7.15,9.82,42.13,25.9818,8.82,22.201
2002-09-09,7.13,9.68,42.01,25.7,8.7,22.0076
2002-09-10,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-11,7.15,9.57,42.52,26.1818,8.85,21.9888
2002-09-12,7.18,9.56,42.68,26.1818,8.85,22.4039
2002-09-13,7.15,9.6,42.95,26.0546,8.97,22.0265
2002-09-16,7.0,9.5,43.18,25.9545,9.07,21.7246
2002-09-17,7.02,9.47,44.53,26.1364,8.93,21.8142
2002-09-18,7.0,9.41,44.97,26.2454,8.84,21.7104
2002-09-19,7.02,9.24,44.02,26.5727,8.84,21.7057
2002-09-20,7.08,9.3,44.02,25.6091,8.88,21.6727
2002-09-23,7.06,9.16,43.98,25.0909,8.9,21.6868
2002-09-24,7.1,8.95,43.35,25.2364,8.79,21.8519
2002-09-25,7.03,8.92,41.98,24.9091,8.82,21.8708
2002-09-26,7.05,8.91,41.9,24.6091,8.77,21.8001
2002-09-27,7.22,8.91,44.16,25.0909,8.94,21.8001
2002-09-30,7.35,8.91,43.72,25.5091,8.9,21.6915
2002-10-01,7.26,8.87,42.33,26.3364,8.88,21.668
2002-10-02,0.0,0.0,0.0,0.0,0.0,0.0
2002-10-03,7.23,8.85,41.95,25.8364,8.83,21.7246
2002-10-04,7.21,8.78,42.02,26.0636,8.76,21.7151
2002-10-07,7.19,8.82,41.82,26.0364,8.76,21.8378
2002-10-08,7.23,9.08,41.82,25.1818,8.72,21.951
2002-10-09,7.21,9.2,41.65,24.8545,8.56,21.8284
2002-10-10,7.21,9.14,41.27,24.5636,8.53,21.7151
2002-10-11,7.21,9.15,41.34,25.0727,8.14,21.7151
2002-10-14,7.2,9.14,41.59,25.2,8.19,21.7057
2002-10-15,0.0,0.0,0.0,0.0,0.0,0.0
2002-10-16,7.2,9.11,40.86,25.0364,8.3,21.7104
2002-10-17,7.2,9.14,39.93,24.8545,8.26,21.8236
2002-10-18,7.22,9.21,39.22,23.5546,8.28,21.8661
2002-10-21,7.21,9.21,39.48,23.8182,8.33,22.0359
2002-10-22,7.2,9.18,39.29,23.1,8.28,21.9463
2002-10-23,7.23,9.14,39.04,23.6364,8.2,21.9699
2002-10-24,7.57,9.05,38.8,22.4636,8.1,21.7765
2002-10-25,7.24,9.03,38.48,23.0,8.09,21.7529
2002-10-28,7.21,9.11,38.74,23.9182,8.14,21.984
2002-10-29,7.27,9.08,38.97,24.5455,8.33,21.9604
2002-10-30,7.31,9.07,37.81,24.0727,8.28,21.8095
2002-10-31,7.22,8.99,37.98,24.5273,8.31,21.668
2002-11-01,7.22,9.03,37.97,23.9,8.45,22.5124
2002-11-04,7.22,9.24,38.44,23.9091,8.53,22.8615
2002-11-05,7.3,9.18,38.95,23.6636,8.6,22.8662
2002-11-06,0.0,0.0,0.0,0.0,0.0,0.0
2002-11-07,7.24,9.23,38.98,22.6364,8.59,22.7294
2002-11-08,7.31,9.21,39.02,21.9909,8.52,22.3945
2002-11-11,7.35,9.19,39.18,22.0,8.4,22.1492
2002-11-12,7.28,9.18,39.63,21.2909,8.24,22.3709
2002-11-13,7.25,9.23,38.75,20.1,8.27,22.1492
2002-11-14,7.24,9.22,38.55,21.5364,8.36,22.0784
2002-11-15,7.23,9.32,38.55,21.8273,8.34,22.286
2002-11-18,7.28,9.7,38.75,22.3273,8.35,22.6115
2002-11-19,0.0,0.0,0.0,0.0,0.0,0.0
2002-11-20,7.32,9.55,38.9,21.8909,8.24,22.7813
2002-11-21,7.43,9.6,38.7,21.9454,8.18,22.6775
2002-11-22,7.54,10.04,39.1,23.5182,8.37,23.4701
2002-11-25,7.61,10.42,39.09,25.0364,8.77,23.6116
2002-11-26,7.82,10.72,39.15,24.8182,8.67,23.7107
2002-11-27,7.81,11.12,39.15,24.5182,8.78,24.3051
2002-11-28,7.74,11.04,39.08,24.2364,8.9,24.5174
2002-11-29,7.68,11.1,39.01,24.2091,9.05,24.7816
2002-12-02,7.78,11.3,38.98,24.3273,9.48,24.7769
2002-12-03,7.66,11.28,39.02,23.8364,9.53,24.7155
2002-12-04,7.62,11.08,39.16,23.9818,9.49,24.4561
2002-12-05,7.62,11.61,39.57,24.5273,9.62,24.541
2002-12-06,7.88,12.06,39.66,24.4909,10.19,25.7675
2002-12-09,7.88,12.72,39.26,24.7182,10.81,25.5364
2002-12-10,7.77,12.33,38.0,24.3091,10.71,25.5081
2002-12-11,8.66,13.64,37.6,24.9273,11.44,26.3431
2002-12-12,8.74,13.91,38.81,25.7727,11.86,26.0931
2002-12-13,8.89,13.87,40.57,27.1818,12.49,26.1072
2002-12-16,8.82,13.5,41.9,26.7727,12.52,26.0317
2002-12-17,8.74,14.22,43.01,26.0364,13.0,26.4516
2002-12-18,9.08,14.02,43.57,25.9182,14.04,27.2772
2002-12-19,8.76,13.46,43.61,25.5909,13.14,26.2771
2002-12-20,8.76,13.66,44.09,25.4364,13.2,26.1591
2002-12-23,8.64,13.58,43.95,25.8818,12.96,26.3384
2002-12-24,8.71,14.27,43.69,25.8636,13.53,26.6922
2002-12-25,0.0,0.0,0.0,0.0,0.0,0.0
2002-12-26,8.68,15.19,43.6,25.5273,14.01,26.612
2002-12-27,8.79,14.87,43.71,26.0727,14.03,26.9753
2002-12-30,8.72,14.72,42.84,26.0091,13.69,26.7016
2002-12-31,8.92,15.24,43.21,25.5455,14.51,26.6686
2003-01-01,8.72,14.94,43.12,25.5273,13.09,26.8479
2003-01-02,8.59,14.93,43.67,25.2636,13.07,27.1875
2003-01-03,8.41,14.08,43.09,24.8636,12.68,26.9988
2003-01-06,8.4,13.58,42.97,24.2182,12.1,26.3148
2003-01-07,8.41,14.3,43.53,24.1182,13.11,26.3714
2003-01-08,8.58,14.89,42.99,24.2,13.7,26.4799
2003-01-09,8.65,15.57,42.79,24.3636,14.9,26.9658
2003-01-10,8.87,15.65,42.98,25.2454,14.98,27.0083
2003-01-13,8.87,15.87,43.44,25.7364,15.43,26.8007
2003-01-14,8.84,15.54,43.61,25.5546,15.11,26.6969
2003-01-15,9.01,15.78,43.49,25.8364,15.73,26.8998
2003-01-16,9.24,15.74,43.82,26.2273,15.81,27.1451
2003-01-17,8.92,15.46,44.74,26.2818,15.53,27.6876
2003-01-20,8.96,15.78,44.78,26.1273,16.28,27.414
2003-01-21,9.21,16.33,45.25,27.2182,16.86,28.2396
2003-01-22,9.11,15.86,48.03,27.2636,16.36,28.0933
2003-01-23,9.34,15.34,47.26,26.1273,16.7,28.2773
2003-01-24,8.91,15.03,47.5,26.8818,15.86,27.3197
2003-01-27,8.48,14.67,47.61,26.6273,15.08,26.9517
2003-01-28,8.59,14.96,46.41,27.0455,15.15,27.3668
2003-01-29,8.47,15.38,45.88,27.1546,15.11,26.6875
2003-01-30,8.34,15.24,45.39,27.2636,14.71,26.4233
2003-01-31,8.37,14.54,47.42,27.2546,14.29,26.5507
2003-02-03,8.41,14.79,47.65,26.8273,15.1,27.3763
2003-02-04,8.43,14.98,48.02,26.8727,15.73,27.8103
2003-02-05,8.37,15.63,48.02,26.2454,15.61,27.6971
2003-02-06,8.53,15.73,48.48,26.7546,16.5,28.9425
2003-02-07,8.49,15.26,49.36,26.1182,16.25,28.4896
2003-02-10,8.38,14.4,49.27,25.7364,15.71,27.881
2003-02-11,8.21,14.18,49.12,26.1182,15.65,27.8103
2003-02-12,8.15,14.33,49.74,26.5,15.69,28.3622
2003-02-13,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-14,7.88,13.69,49.65,26.8364,15.37,28.1028
2003-02-17,8.2,14.6,49.65,26.7182,16.3,29.0368
2003-02-18,8.73,14.78,49.23,26.8818,16.96,29.2303
2003-02-19,8.64,16.89,50.35,27.2636,17.73,29.4473
2003-02-20,8.84,16.87,50.07,27.1636,17.34,29.1454
2003-02-21,8.76,16.61,50.04,27.2273,17.67,29.3058
2003-02-24,8.95,16.56,49.52,27.2091,17.72,29.6124
2003-02-25,8.74,15.94,49.1,27.0636,16.94,28.985
2003-02-26,8.54,15.2,49.72,27.0909,15.98,28.3056
2003-02-27,8.6,15.98,49.67,27.2636,17.24,28.4943
2003-02-28,8.6,15.33,49.97,27.1455,16.66,27.0413
2003-03-03,8.84,16.32,48.57,27.2273,18.11,27.414
2003-03-04,8.56,16.84,48.58,27.2454,17.85,27.1828
2003-03-05,8.4,16.98,48.23,26.6182,18.72,26.8809
2003-03-06,8.33,17.03,48.18,26.0546,18.54,26.4893
2003-03-07,8.11,16.82,47.6,25.6455,17.64,26.0884
2003-03-10,7.81,15.87,48.04,25.7909,17.08,25.7487
2003-03-11,7.98,16.6,47.68,25.8727,17.78,26.1167
2003-03-12,7.93,16.16,47.63,25.6727,18.93,25.9987
2003-03-13,7.84,16.05,47.85,25.1364,18.83,25.9987
2003-03-14,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-17,8.17,16.06,47.89,24.5455,19.09,25.9327
2003-03-18,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-19,8.0,16.35,48.16,25.0182,19.41,25.9893
2003-03-20,8.1,16.91,48.99,25.3273,19.69,26.5695
2003-03-21,8.13,16.86,48.5,25.3818,20.21,26.8479
2003-03-24,7.97,16.9,47.18,24.8909,19.72,26.3478
2003-03-25,7.93,16.93,46.58,24.6818,19.63,26.4893
2003-03-26,7.93,16.93,47.56,24.5727,19.6,26.5648
2003-03-27,7.91,17.34,45.46,24.1636,20.59,26.06
2003-03-28,8.02,17.76,47.25,24.4182,21.19,25.9515
2003-03-31,7.86,17.15,46.91,24.3182,20.35,25.4751
2003-04-01,7.98,17.29,46.86,24.4454,19.66,25.8053
2003-04-02,8.0,17.4,46.63,24.2546,20.49,26.145
2003-04-03,7.96,18.12,47.31,24.5182,21.11,26.3478
2003-04-04,8.09,18.99,47.87,24.7909,21.69,26.7582
2003-04-07,8.26,18.76,49.2,25.2546,21.97,27.0885
2003-04-08,8.65,18.78,47.93,24.9,22.59,26.8337
2003-04-09,8.69,18.65,46.92,24.0636,21.31,26.796
2003-04-10,8.54,18.83,47.12,24.4454,20.99,27.3479
2003-04-11,8.36,18.44,47.93,23.8273,21.08,27.1923
2003-04-14,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-15,8.56,18.06,48.21,24.3545,20.91,26.7064
2003-04-16,8.59,18.01,48.73,24.4727,21.22,27.3621
2003-04-17,8.45,18.0,49.42,24.2546,21.23,27.1121
2003-04-18,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-21,8.81,17.95,49.02,24.1182,21.86,27.1121
2003-04-22,8.66,17.19,48.8,24.0727,21.27,27.4046
2003-04-23,8.79,16.67,47.42,23.7182,20.37,27.0885
2003-04-24,8.78,16.41,47.95,23.6727,20.78,26.9847
2003-04-25,8.83,16.19,48.9,24.0091,22.09,26.3808
2003-04-28,8.96,17.25,48.79,23.6546,23.73,26.7394
2003-04-29,8.82,16.21,49.01,23.6364,22.75,26.1969
2003-04-30,8.86,16.55,49.4,22.0273,23.67,26.2912
2003-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-02,9.32,17.33,50.52,22.1273,24.27,26.5648
2003-05-05,9.28,17.56,50.04,21.9636,25.75,26.7158
2003-05-06,9.39,17.59,49.5,21.9636,25.26,27.0838
2003-05-07,8.97,17.45,49.16,22.0273,24.46,26.9328
2003-05-08,8.94,17.41,48.69,22.7364,24.73,26.7064
2003-05-09,8.96,17.54,49.15,22.7,24.72,26.9328
2003-05-12,9.16,19.29,48.67,23.1455,28.89,27.565
2003-05-13,9.27,20.58,48.95,22.9364,27.26,27.6216
2003-05-14,9.1,21.24,48.82,23.1546,29.85,28.5745
2003-05-15,9.33,22.41,49.8,23.8182,28.75,28.9519
2003-05-16,9.17,21.76,50.23,24.6182,27.99,29.7209
2003-05-19,9.2,21.61,49.7,25.1,27.86,30.0275
2003-05-20,9.1,22.83,49.09,24.7909,29.3,30.2776
2003-05-21,9.13,24.3,49.35,25.2364,28.77,30.6691
2003-05-22,9.12,25.66,48.22,23.9091,29.96,30.9522
2003-05-23,9.34,25.77,48.6,23.9091,30.05,32.1316
2003-05-26,10.08,26.38,50.04,25.0546,34.29,32.4996
2003-05-27,10.37,25.29,49.07,24.7454,32.99,31.9854
2003-05-28,10.51,25.71,48.59,24.9909,36.63,32.5987
2003-05-29,10.49,25.02,49.39,24.8545,37.99,33.7733
2003-05-30,10.46,23.46,49.02,25.0818,35.81,33.245
2003-06-02,10.03,21.46,48.7,25.0364,28.65,32.5939
2003-06-03,10.13,22.11,49.87,24.9818,31.04,32.4147
2003-06-04,10.2,21.94,50.38,25.7364,32.12,33.6978
2003-06-05,9.91,21.51,50.42,25.7,31.05,33.7356
2003-06-06,10.13,21.28,51.88,25.7727,30.23,34.481
2003-06-09,9.92,21.34,52.34,25.5364,30.14,34.2876
2003-06-10,10.35,19.29,50.53,24.8636,27.69,33.4384
2003-06-11,10.37,20.28,51.62,24.9909,30.39,33.5563
2003-06-12,10.83,20.55,50.33,25.0727,29.92,33.1742
2003-06-13,10.6,20.71,50.35,25.9545,29.2,32.693
2003-06-16,10.31,20.71,50.57,25.7182,28.14,32.9289
2003-06-17,10.38,21.16,50.59,26.1727,30.06,33.5705
2003-06-18,10.2,20.33,50.33,25.9818,28.92,33.2544
2003-06-19,10.16,20.84,49.85,26.1182,29.61,33.6082
2003-06-20,10.18,21.9,49.64,25.8818,30.51,33.8535
2003-06-23,9.9,22.75,48.62,25.5727,29.9,33.311
2003-06-24,9.79,22.32,48.24,25.5182,29.96,33.7969
2003-06-25,9.95,23.27,48.39,25.7182,30.7,34.8159
2003-06-26,9.9,22.98,48.96,25.7364,30.7,35.1697
2003-06-27,9.76,22.96,49.66,26.7727,31.39,35.2924
2003-06-30,9.74,22.42,51.61,27.3,31.06,36.2737
2003-07-01,9.69,22.82,52.24,26.9636,30.54,36.0897
2003-07-02,9.63,22.86,52.68,26.3818,30.7,36.7784
2003-07-03,11.56,26.67,57.97,26.5,32.77,37.571
2003-07-04,10.83,25.79,55.35,27.0364,32.37,36.5992
2003-07-07,12.86,26.88,55.55,27.2909,31.98,36.6322
2003-07-08,12.74,26.22,56.88,26.9182,30.74,36.3161
2003-07-09,12.29,27.41,56.54,27.3636,29.98,36.0708
2003-07-10,12.85,26.2,56.84,27.2909,30.89,36.4576
2003-07-11,13.02,26.5,57.96,28.0909,32.84,36.7643
2003-07-14,14.99,27.59,57.01,29.1091,34.92,37.9814
2003-07-15,14.55,28.4,55.38,29.0546,35.19,38.6419
2003-07-16,14.86,28.84,56.64,29.6727,36.45,39.4816
2003-07-17,14.7,26.76,54.55,29.0818,34.17,39.5335
2003-07-18,15.0,26.74,55.32,28.7546,34.52,39.0806
2003-07-21,14.89,26.02,55.39,27.9636,34.37,38.34
2003-07-22,14.62,24.84,53.95,27.3,32.68,37.203
2003-07-23,14.69,25.53,51.18,27.2727,33.67,37.4861
2003-07-24,14.68,25.55,51.7,28.1364,33.6,38.2362
2003-07-25,15.66,27.22,52.97,29.0273,34.84,40.1138
2003-07-28,15.14,27.0,53.26,28.9182,34.97,40.1091
2003-07-29,16.18,26.67,53.11,28.9727,33.4,40.5053
2003-07-30,16.32,28.01,54.25,29.4545,34.54,41.1894
2003-07-31,16.07,26.86,53.07,28.9364,34.07,39.8873
2003-08-01,16.01,26.86,53.28,29.5636,34.16,39.4864
2003-08-04,16.46,26.06,53.81,28.1818,32.86,40.3733
2003-08-05,15.63,24.02,55.93,27.5909,31.17,39.1844
2003-08-06,15.53,24.11,55.32,26.7546,30.23,38.3353
2003-08-07,15.38,25.11,54.41,27.2182,31.69,39.392
2003-08-08,15.49,25.92,55.05,27.9182,32.94,39.8307
2003-08-11,15.63,26.27,54.96,28.0091,32.29,40.7412
2003-08-12,15.44,25.76,54.67,28.9091,31.6,40.5101
2003-08-13,15.21,26.24,54.5,28.8727,31.88,40.8073
2003-08-14,15.15,26.04,53.46,28.3,31.71,40.6563
2003-08-15,0.0,0.0,0.0,0.0,31.39,0.0
2003-08-18,14.89,25.37,55.58,28.6364,31.05,40.5903
2003-08-19,14.85,25.7,56.26,28.6182,30.59,40.1987
2003-08-20,14.81,26.31,56.93,28.4818,31.83,41.2649
2003-08-21,15.25,27.38,57.57,32.4273,32.67,41.2083
2003-08-22,15.18,27.37,57.8,32.7091,32.96,40.9818
2003-08-25,14.31,26.27,56.2,31.6455,31.98,39.8921
2003-08-26,14.57,27.95,55.83,33.0818,33.25,41.2271
2003-08-27,15.03,29.87,56.65,33.3273,34.92,42.9538
2003-08-28,15.22,29.63,56.17,33.4,35.29,41.9442
2003-08-29,14.73,28.83,55.14,32.6727,34.65,41.581
2003-09-01,14.97,28.18,55.69,33.5182,33.75,41.3357
2003-09-02,14.92,29.27,56.39,34.1091,34.27,41.6895
2003-09-03,15.08,27.7,56.07,33.3909,33.08,40.878
2003-09-04,14.77,26.78,56.07,33.0182,32.58,40.5195
2003-09-05,14.52,26.86,55.94,33.2546,32.82,41.029
2003-09-08,14.45,27.72,55.67,33.1,33.27,41.7791
2003-09-09,14.18,27.33,56.02,32.9636,32.31,41.3498
2003-09-10,14.22,29.32,55.42,33.2636,33.14,42.2273
2003-09-11,14.01,29.55,55.7,33.6818,35.76,42.6141
2003-09-12,14.0,28.17,55.87,33.4818,35.05,41.6895
2003-09-15,13.31,26.95,55.13,33.2909,32.47,40.0996
2003-09-16,13.24,28.24,55.49,33.3182,35.2,41.2885
2003-09-17,13.82,27.54,54.69,34.0727,33.73,40.2365
2003-09-18,13.22,26.45,53.01,33.4818,31.8,38.1654
2003-09-19,13.02,26.07,54.35,33.9546,32.06,38.5334
2003-09-22,13.03,25.72,52.93,33.9,31.58,37.7314
2003-09-23,13.13,26.24,53.37,34.9636,31.85,39.2033
2003-09-24,13.61,26.64,54.83,35.6364,33.21,39.977
2003-09-25,13.6,26.63,53.57,34.7091,33.28,39.3448
2003-09-26,13.97,27.73,54.29,37.1182,34.34,40.779
2003-09-29,14.35,28.57,53.95,36.8909,35.31,41.7508
2003-09-30,14.35,30.16,55.0,37.1818,37.24,42.5481
2003-10-01,14.66,29.87,56.65,37.1636,37.69,42.081
2003-10-02,0.0,0.0,0.0,0.0,31.39,0.0
2003-10-03,14.96,30.61,58.89,38.1818,39.0,42.9679
2003-10-06,15.65,32.23,62.76,38.7,39.76,43.8643
2003-10-07,15.27,31.95,61.89,41.2091,38.53,43.0953
2003-10-08,15.33,33.31,62.05,40.5454,39.58,44.5908
2003-10-09,15.63,34.1,62.86,41.3182,39.76,45.355
2003-10-10,16.33,34.21,61.08,40.6364,39.3,45.3079
2003-10-13,16.92,34.72,61.73,41.4636,41.83,46.4448
2003-10-14,16.51,33.54,61.95,41.2909,41.1,44.8503
2003-10-15,16.61,36.28,62.18,40.8,42.46,45.8834
2003-10-16,17.06,37.73,62.75,40.9546,44.41,47.077
2003-10-17,16.78,35.98,63.3,40.1727,43.53,46.8505
2003-10-20,16.11,35.53,62.98,39.5546,41.66,46.1665
2003-10-21,15.62,35.39,62.22,38.5454,38.45,45.9636
2003-10-22,14.99,36.47,60.18,39.4273,37.73,46.2184
2003-10-23,14.88,34.8,59.95,39.7182,36.46,45.9212
2003-10-24,15.04,35.73,61.58,40.7546,38.28,46.4118
2003-10-27,14.88,34.95,60.2,41.9636,36.61,45.4966
2003-10-28,15.13,33.58,62.38,41.3909,35.38,45.0342
2003-10-29,14.86,34.53,63.34,41.3,37.93,45.8221
2003-10-30,14.8,36.18,63.52,41.7454,39.56,45.6758
2003-10-31,14.95,38.23,63.21,44.9091,40.6,45.6806
2003-11-03,14.7,35.95,63.9,47.2091,38.59,44.9022
2003-11-04,14.9,36.96,61.97,46.9091,40.4,45.7891
2003-11-05,14.73,35.92,61.88,44.5091,39.7,45.1994
2003-11-06,14.58,37.44,61.57,43.7182,39.54,45.0814
2003-11-07,14.46,36.74,61.05,44.1818,38.56,45.1286
2003-11-10,14.41,35.75,61.78,43.7273,37.24,45.0342
2003-11-11,14.4,37.43,61.31,45.1364,37.49,45.0484
2003-11-12,14.93,38.77,59.79,45.2818,37.44,45.1569
2003-11-13,14.88,36.81,59.88,45.2273,36.72,44.1521
2003-11-14,14.38,35.62,59.49,44.6545,35.37,43.2604
2003-11-17,14.44,35.12,60.82,44.2182,36.03,44.6333
2003-11-18,14.58,34.79,60.57,42.9818,35.53,43.9351
2003-11-19,16.35,33.59,59.94,41.4,33.88,43.3972
2003-11-20,15.54,33.69,59.67,41.3364,33.17,42.5056
2003-11-21,15.26,33.2,60.59,42.1818,34.04,42.3311
2003-11-24,16.22,33.7,60.57,42.9818,34.37,42.1424
2003-11-25,16.47,34.52,60.52,43.8636,34.98,42.7604
2003-11-26,0.0,0.0,0.0,0.0,31.39,0.0
2003-11-27,16.65,36.06,60.33,45.7182,35.7,44.02
2003-11-28,16.73,35.84,60.52,45.4727,36.89,44.3738
2003-12-01,17.13,36.05,62.25,46.4546,36.24,44.3832
2003-12-02,19.16,36.89,63.61,48.0727,36.8,44.8361
2003-12-03,23.0,37.35,65.78,52.3091,36.62,44.7229
2003-12-04,23.57,37.09,66.89,48.9454,36.95,44.421
2003-12-05,21.88,36.62,65.66,47.3091,36.04,43.4114
2003-12-08,23.63,37.44,65.35,47.4273,35.3,43.034
2003-12-09,23.94,37.63,66.5,48.6182,36.47,43.5576
2003-12-10,23.0,36.86,68.08,49.7364,35.57,43.7369
2003-12-11,22.73,36.67,70.09,51.7182,36.27,44.5436
2003-12-12,22.77,36.59,72.53,51.0091,36.59,44.822
2003-12-15,23.02,36.82,70.73,50.1182,36.75,45.7089
2003-12-16,24.4,36.54,71.96,51.3909,35.84,45.3645
2003-12-17,24.42,35.12,71.87,51.4,35.81,44.9918
2003-12-18,24.9,35.08,71.04,50.8818,35.88,45.256
2003-12-19,25.31,36.46,71.66,50.8455,36.62,46.2467
2003-12-22,26.44,38.21,71.9,51.2,39.46,47.9639
2003-12-23,27.08,39.99,70.49,51.1364,40.18,47.794
2003-12-24,26.5,40.11,72.01,51.5909,42.09,48.0111
2003-12-25,0.0,0.0,0.0,0.0,42.09,0.0
2003-12-26,26.53,41.27,71.72,52.0364,44.82,49.1905
2003-12-29,27.43,42.14,75.96,54.9454,45.96,50.6907
2003-12-30,27.38,42.94,73.61,54.3273,47.44,50.1529
2003-12-31,27.13,46.47,73.02,53.7182,48.27,50.719
2004-01-01,27.5,45.83,73.33,55.0454,48.34,53.2759
2004-01-02,30.06,47.74,72.57,55.7364,48.04,53.4127
2004-01-05,28.71,47.07,73.04,56.9454,47.71,56.7009
2004-01-06,28.52,45.57,72.3,56.8,47.77,56.7198
2004-01-07,28.1,44.66,72.18,55.2818,48.18,56.2905
2004-01-08,28.95,46.01,72.33,54.9818,53.05,58.5691
2004-01-09,29.12,47.21,73.69,55.2909,55.02,60.39
2004-01-12,28.37,48.16,72.98,55.4636,59.73,60.5363
2004-01-13,27.97,49.78,72.98,56.2546,58.68,60.9467
2004-01-14,28.37,51.92,73.55,56.0091,60.31,63.4471
2004-01-15,32.17,50.7,77.01,54.5,59.2,62.4988
2004-01-16,31.49,48.09,76.33,51.5091,55.63,59.9324
2004-01-19,30.83,48.18,73.97,54.5636,56.15,61.9563
2004-01-20,33.74,46.2,73.97,53.8182,52.55,59.2201
2004-01-21,33.62,42.86,73.83,53.6,49.83,56.1536
2004-01-22,33.19,42.81,73.36,52.7091,51.33,55.229
2004-01-23,31.96,46.46,72.97,53.4,53.93,58.7106
2004-01-26,0.0,0.0,0.0,0.0,53.93,0.0
2004-01-27,33.34,48.21,73.12,55.5454,56.05,61.2015
2004-01-28,34.15,47.53,72.04,53.3909,58.51,59.6022
2004-01-29,35.08,45.96,71.2,52.3,55.57,59.1305
2004-01-30,32.94,43.48,68.99,53.6455,51.78,56.4273
2004-02-02,0.0,0.0,0.0,0.0,51.78,0.0
2004-02-03,27.8,41.27,67.34,53.6909,47.69,53.5259
2004-02-04,28.87,43.01,69.99,54.9818,48.48,55.6347
2004-02-05,28.53,43.9,71.35,55.7364,50.09,54.6629
2004-02-06,28.14,47.35,70.95,58.4182,51.71,56.1914
2004-02-09,28.67,49.85,72.85,60.3636,55.3,58.7625
2004-02-10,31.48,48.99,74.57,63.3182,54.01,57.6586
2004-02-11,30.64,51.03,74.91,57.8364,56.3,59.1871
2004-02-12,30.32,47.89,74.91,57.9727,54.86,58.2719
2004-02-13,30.24,49.43,74.96,56.6182,55.35,59.3616
2004-02-16,30.17,49.21,75.64,56.2818,53.37,59.456
