,AXISBANK,BANKBARODA,HDFCBANK,ICICIBANK,PNB,SBI
2006-04-20,69.77,46.54,170.0,107.027,88.69,88.4551
2006-04-21,68.81,46.14,169.73,107.564,88.25,86.9549
2006-04-24,68.35,45.78,164.48,103.464,87.51,86.3369
2006-04-25,69.42,44.5,164.93,101.782,84.59,85.0018
2006-04-26,71.41,44.85,167.41,103.182,85.11,85.8321
2006-04-27,69.61,44.32,164.84,102.936,83.99,84.1007
2006-04-28,69.13,44.17,163.47,104.873,83.67,83.2987
2006-05-02,73.16,49.32,170.26,113.082,90.06,88.4692
2006-05-03,74.12,51.39,172.64,118.018,94.0,90.7384
2006-05-04,73.6,52.0,176.75,119.982,93.23,90.4789
2006-05-05,72.47,51.2,175.73,116.036,91.98,89.9977
2006-05-08,71.6,50.72,175.22,115.373,92.35,90.2855
2006-05-09,73.41,53.28,170.53,116.209,94.91,92.0923
2006-05-10,74.85,54.6,174.21,120.136,97.38,94.5549
2006-05-11,74.53,53.92,174.1,120.464,94.6,92.1301
2006-05-12,72.23,52.12,175.06,115.645,94.08,90.4506
2006-05-15,69.19,51.1,168.71,112.6,94.04,87.1719
2006-05-16,67.48,50.87,169.54,112.473,90.94,87.1766
2006-05-17,68.8,53.66,168.86,113.827,96.93,93.3803
2006-05-18,65.07,49.15,163.93,107.955,89.7,85.516
2006-05-19,64.75,47.32,161.93,100.991,84.88,82.0014
2006-05-22,64.71,45.74,157.39,100.573,82.7,81.1239
2006-05-23,63.06,45.89,156.24,104.973,83.36,82.3269
2006-05-24,61.57,47.98,153.72,103.436,83.52,81.8835
2006-05-25,59.29,46.99,151.63,101.627,86.02,82.1335
2006-05-26,60.54,48.74,154.79,102.5,85.66,82.5062
2006-05-29,61.8,48.43,152.86,103.509,85.91,83.2044
2006-05-30,60.38,47.12,150.02,103.618,82.97,81.1664
2006-05-31,57.05,45.42,149.04,97.7273,80.99,78.5623
2006-06-01,56.98,45.21,147.73,97.1454,78.91,77.2508
2006-06-02,61.77,45.45,153.01,100.355,81.8,79.1378
2006-06-05,61.61,44.8,147.88,97.8364,78.07,76.7979
2006-06-06,59.23,45.23,144.52,98.6727,78.24,79.2652
2006-06-07,58.24,43.29,144.15,96.9546,75.64,76.1091
2006-06-08,51.09,38.98,138.53,90.7,72.75,72.5001
2006-06-09,52.14,41.8,142.54,90.9727,72.17,72.8021
2006-06-12,51.35,40.59,138.45,86.2182,68.59,70.4244
2006-06-13,48.63,39.61,130.33,83.5727,63.0,70.816
2006-06-14,48.62,38.13,127.79,82.0364,61.46,69.9385
2006-06-15,49.99,39.7,139.54,87.7364,63.05,72.854
2006-06-16,52.26,40.02,146.9,92.1273,65.74,72.3539
2006-06-19,53.54,40.31,147.26,91.0909,66.22,71.0754
2006-06-20,52.21,39.68,141.79,89.1727,62.41,69.5139
2006-06-21,52.46,39.69,141.81,89.8909,63.35,69.8111
2006-06-22,56.56,41.33,146.19,93.1364,67.06,72.9766
2006-06-23,55.29,40.86,149.88,92.3727,64.9,71.9576
2006-06-26,54.79,39.05,152.32,89.2273,62.19,68.7496
2006-06-27,54.8,39.28,148.21,90.6545,62.79,68.8817
2006-06-28,53.82,38.7,145.33,88.8909,62.68,67.424
2006-06-29,50.88,39.25,149.87,87.1,63.03,66.8673
2006-06-30,53.59,39.82,159.19,88.7091,65.11,68.6647
2006-07-03,55.17,39.55,155.7,88.9273,64.6,70.0659
2006-07-04,56.18,41.78,157.45,89.1545,67.24,71.3066
2006-07-05,57.25,42.38,161.48,90.8909,67.53,71.2358
2006-07-06,56.18,41.66,160.0,88.2818,67.02,70.6037
2006-07-07,54.82,40.2,155.86,90.7182,65.26,68.0986
2006-07-10,54.85,40.36,155.72,89.6364,66.61,68.8298
2006-07-11,55.33,40.0,152.31,88.7182,66.47,68.7402
2006-07-12,55.32,39.77,152.24,88.7818,65.58,69.4526
2006-07-13,54.62,39.17,149.27,90.1364,64.67,68.995
2006-07-14,54.82,37.99,145.86,88.3455,64.31,69.5752
2006-07-17,52.05,37.0,141.49,86.7727,61.89,66.8296
2006-07-18,50.65,36.26,142.05,85.9273,60.71,66.1597
2006-07-19,50.79,35.38,139.44,85.0454,60.69,65.1501
2006-07-20,52.72,37.33,145.29,89.4636,64.58,68.4996
2006-07-21,52.07,37.3,141.97,88.1364,63.07,67.5372
2006-07-24,55.12,40.39,145.9,93.6091,65.96,69.8819
2006-07-25,59.49,41.77,153.2,98.6182,69.11,70.6084
2006-07-26,62.4,41.59,156.22,98.2727,69.57,71.1651
2006-07-27,59.26,43.03,157.63,98.8364,72.08,72.052
2006-07-28,59.54,45.11,159.1,98.6454,73.9,75.142
2006-07-31,59.53,44.46,159.0,100.7,76.05,76.4488
2006-08-01,60.29,44.99,156.23,99.9364,73.8,76.5903
2006-08-02,63.58,45.59,155.95,99.6364,76.09,77.9678
2006-08-03,64.31,45.97,159.57,101.382,76.9,78.3688
2006-08-04,63.6,45.44,160.08,99.4546,73.68,76.2176
2006-08-07,64.26,46.22,160.7,103.245,73.4,76.4771
2006-08-08,64.07,47.8,162.71,108.282,79.08,78.4726
2006-08-09,65.53,47.96,161.77,107.327,79.47,81.6193
2006-08-10,66.8,47.54,161.09,108.955,83.6,81.4117
2006-08-11,66.0,47.68,162.13,106.273,81.95,81.0956
2006-08-14,66.0,47.55,161.49,104.864,82.88,82.2231
2006-08-16,66.79,48.35,169.23,107.4,85.61,83.8318
2006-08-17,66.47,47.83,169.73,107.545,83.81,83.1855
2006-08-18,65.95,46.24,168.22,106.973,82.81,82.9449
2006-08-21,66.13,48.24,167.51,108.118,88.28,83.3459
2006-08-22,65.26,47.54,171.74,108.209,87.47,82.8836
2006-08-23,66.87,46.73,170.59,107.382,85.44,81.44
2006-08-24,65.83,46.78,170.67,107.118,89.1,82.525
2006-08-25,68.61,47.65,170.0,107.082,90.75,85.3981
2006-08-28,69.86,48.51,169.09,106.864,91.65,86.7001
2006-08-29,69.49,47.85,169.09,108.236,92.64,86.9973
2006-08-30,69.45,49.15,168.0,107.982,94.35,87.8182
2006-08-31,68.26,50.16,170.41,108.627,94.29,87.8654
2006-09-01,70.02,49.9,175.25,110.836,94.59,87.8654
2006-09-04,70.42,50.9,176.06,113.227,94.1,88.2617
2006-09-05,70.42,50.76,174.94,111.482,94.95,89.1769
2006-09-06,69.37,50.69,172.8,110.991,94.03,89.4835
2006-09-07,68.63,49.57,169.75,110.382,92.81,88.606
2006-09-08,67.85,50.02,169.84,110.255,93.83,89.092
2006-09-11,66.97,48.16,164.56,108.5,92.47,86.6435
2006-09-12,66.59,51.39,168.11,109.955,95.55,87.9692
2006-09-13,67.77,52.52,174.76,114.864,99.24,91.4885
2006-09-14,69.84,53.42,173.1,118.245,98.61,92.0971
2006-09-15,69.58,53.63,175.58,117.564,99.36,92.399
2006-09-18,70.31,53.71,176.61,117.027,99.92,93.4557
2006-09-19,69.34,52.56,176.21,117.591,96.92,92.2339
2006-09-20,69.39,52.8,175.14,118.4,97.75,91.9555
2006-09-21,71.04,53.74,176.69,120.618,98.91,92.9085
2006-09-22,70.57,53.25,175.17,119.073,97.61,92.064
2006-09-25,70.5,53.63,175.66,119.755,99.02,91.5876
2006-09-26,70.02,54.37,177.73,123.318,100.82,94.2341
2006-09-27,74.03,53.8,179.85,125.136,101.43,94.437
2006-09-28,78.92,57.27,185.82,128.873,105.41,97.1166
2006-09-29,75.84,57.69,185.07,127.2,105.26,97.0553
2006-10-03,76.09,56.86,183.95,126.864,105.13,97.4987
2006-10-04,76.76,56.9,178.03,126.373,104.41,95.7957
2006-10-05,77.76,57.9,186.2,128.336,107.69,98.0979
2006-10-06,78.89,58.03,186.75,127.718,107.11,97.4799
2006-10-09,77.72,57.57,185.98,127.018,106.39,97.6167
2006-10-10,77.81,57.48,187.6,126.455,105.47,96.8052
2006-10-11,77.44,55.9,193.17,124.909,104.29,94.7248
2006-10-12,79.46,57.13,191.83,125.527,105.63,97.0741
2006-10-13,82.0,56.87,197.55,126.345,105.27,96.3759
2006-10-16,83.86,55.71,209.76,130.964,105.09,96.8807
2006-10-17,82.96,55.28,201.56,132.055,104.93,97.5884
2006-10-18,83.7,54.88,195.97,135.373,104.63,98.546
2006-10-19,81.95,52.84,192.7,134.864,103.96,97.8714
2006-10-20,84.02,53.43,192.03,134.818,102.9,98.1875
2006-10-23,83.68,52.29,193.9,131.009,100.01,96.725
2006-10-26,83.47,53.01,199.96,138.064,101.03,100.622
2006-10-27,83.69,56.26,199.86,137.918,104.78,103.24
2006-10-30,85.57,55.64,205.87,143.255,103.8,103.584
2006-10-31,87.18,55.8,200.92,141.3,103.82,103.377
2006-11-01,88.27,55.95,199.79,141.482,104.06,105.089
2006-11-02,89.15,56.3,202.11,141.745,104.78,106.184
2006-11-03,88.11,54.12,200.31,140.5,103.94,106.056
2006-11-06,87.61,52.78,199.78,139.573,103.17,104.669
2006-11-07,84.97,51.7,198.97,140.136,102.61,104.141
2006-11-08,86.47,50.98,200.52,142.736,101.97,106.481
2006-11-09,87.56,51.94,203.56,145.518,103.27,106.67
2006-11-10,89.0,52.53,208.9,151.082,103.38,106.986
2006-11-13,90.38,52.39,211.16,152.909,103.92,107.241
2006-11-14,94.67,51.92,213.13,155.8,103.32,106.358
2006-11-15,93.4,54.29,215.29,160.091,109.33,111.189
2006-11-16,97.11,53.93,228.87,161.336,110.85,115.294
2006-11-17,97.01,52.83,225.31,159.373,106.82,115.713
2006-11-20,98.45,51.08,217.3,156.218,107.67,114.175
2006-11-21,100.72,51.78,218.48,158.609,107.87,116.327
2006-11-22,101.04,52.68,215.5,160.009,108.46,117.77
2006-11-23,99.89,54.33,222.61,159.273,108.22,118.313
2006-11-24,99.3,54.76,221.2,158.7,109.36,118.662
2006-11-27,99.21,54.11,222.19,160.555,109.42,120.356
2006-11-28,98.24,52.48,217.44,156.6,107.26,122.002
2006-11-29,93.97,53.14,217.47,156.118,109.16,122.724
2006-11-30,94.86,52.15,224.36,158.627,109.0,124.266
2006-12-01,98.7,54.55,224.74,159.664,111.05,128.569
2006-12-04,99.17,54.02,220.07,158.309,115.34,127.441
2006-12-05,98.26,53.42,217.14,157.009,113.92,126.262
2006-12-06,96.6,52.78,217.45,157.9,110.83,126.267
2006-12-07,96.6,52.74,221.23,159.845,111.16,127.168
2006-12-08,92.99,52.38,217.17,160.064,110.89,127.88
2006-12-11,88.77,47.69,206.54,149.245,101.53,117.6
2006-12-12,86.26,43.68,205.63,146.173,97.29,111.51
2006-12-13,88.3,46.37,207.82,151.073,99.65,115.619
2006-12-14,89.64,47.06,209.15,158.245,100.22,115.459
2006-12-15,91.73,49.35,211.28,158.327,101.56,119.303
2006-12-18,94.49,48.93,213.34,161.3,102.13,119.761
2006-12-19,93.62,47.87,207.75,157.855,99.48,116.039
2006-12-20,92.66,47.52,204.14,155.345,99.74,114.789
2006-12-21,93.13,46.58,201.86,155.318,98.33,114.322
2006-12-22,92.26,46.75,201.16,155.818,99.31,114.643
2006-12-26,92.72,47.05,206.17,158.727,101.53,117.662
2006-12-27,93.34,48.99,211.94,162.591,103.15,118.034
2006-12-28,91.28,49.19,216.01,164.218,102.78,116.577
2006-12-29,93.92,48.0,213.59,162.091,101.4,117.525
2007-01-02,93.58,48.4,214.0,163.173,102.32,118.275
2007-01-03,94.93,49.46,213.06,162.645,103.12,119.341
2007-01-04,94.85,48.92,210.01,161.909,102.17,117.28
2007-01-05,94.57,48.35,211.38,165.473,102.31,117.383
2007-01-08,93.11,47.49,204.99,164.782,102.16,114.515
2007-01-09,93.45,45.7,202.78,165.882,99.23,110.854
2007-01-10,92.32,45.27,199.73,160.7,97.65,107.222
2007-01-11,95.71,45.11,199.23,162.245,97.14,108.264
2007-01-12,99.96,48.11,212.32,176.782,103.2,115.624
2007-01-15,106.66,47.97,218.8,174.155,103.85,115.322
2007-01-16,110.23,47.68,219.22,174.555,103.45,114.147
2007-01-17,109.52,47.62,212.23,179.427,105.02,115.35
2007-01-18,109.39,47.36,212.21,176.591,105.08,115.959
2007-01-19,107.05,47.09,213.68,179.164,103.71,115.138
2007-01-22,109.27,46.79,211.26,177.673,105.6,115.539
2007-01-23,101.83,47.02,206.58,175.327,103.22,110.774
2007-01-24,101.81,49.19,211.69,177.191,102.42,110.633
2007-01-25,102.87,51.22,213.22,180.264,102.61,111.001
2007-01-29,100.8,49.45,212.48,173.809,101.03,109.085
2007-01-31,106.92,49.98,215.72,171.109,101.43,107.604
2007-02-01,108.43,50.99,220.79,173.191,105.65,113.506
2007-02-02,117.55,49.52,221.22,171.8,103.48,111.435
2007-02-05,112.96,49.41,220.67,172.145,104.37,112.944
2007-02-06,109.53,49.62,217.86,174.164,104.11,112.892
2007-02-07,110.57,49.56,220.39,178.755,103.68,112.755
2007-02-08,112.82,48.3,221.96,181.764,103.28,113.718
2007-02-09,114.66,47.83,222.76,181.118,101.09,113.189
2007-02-12,110.77,47.07,219.21,175.664,98.3,111.685
2007-02-13,103.6,46.86,213.74,173.8,96.84,110.713
2007-02-14,104.15,45.44,203.45,166.255,92.31,104.004
2007-02-15,109.31,46.42,208.36,172.655,93.17,105.92
2007-02-19,109.51,45.38,206.65,178.218,93.48,106.816
2007-02-20,106.34,45.21,206.32,176.264,93.53,104.519
2007-02-21,107.29,45.12,203.2,176.236,93.3,104.344
2007-02-22,103.92,43.27,197.46,172.036,89.38,101.716
2007-02-23,98.19,42.58,191.64,164.909,86.95,99.8434
2007-02-26,99.09,43.67,190.35,164.364,91.49,102.693
2007-02-27,97.53,44.75,195.18,159.236,89.8,100.877
2007-02-28,92.14,43.85,187.0,150.818,84.8,98.3007
2007-03-01,96.95,44.53,196.06,155.518,88.65,99.6028
2007-03-02,94.04,42.89,187.52,153.255,85.45,94.8144
2007-03-05,89.32,41.16,185.61,149.373,82.53,90.8186
2007-03-06,86.22,40.14,185.59,154.164,85.46,93.2246
2007-03-07,83.07,38.07,183.11,150.664,85.21,90.9931
2007-03-08,87.22,41.35,194.83,156.909,87.48,94.286
2007-03-09,91.28,40.04,195.38,156.109,86.13,92.7151
2007-03-12,91.81,40.98,190.01,157.945,86.52,91.9178
2007-03-13,98.72,41.05,192.03,159.564,87.84,92.5028
2007-03-14,94.56,39.87,186.59,150.8,85.69,89.4458
2007-03-15,93.86,39.29,183.68,149.8,84.32,87.0021
2007-03-16,89.74,38.6,180.7,147.273,83.62,86.2001
2007-03-19,94.01,38.98,184.93,149.555,84.89,87.4172
2007-03-20,92.56,39.94,191.05,149.818,87.19,89.8562
2007-03-21,96.22,42.58,193.12,158.282,90.29,92.7434
2007-03-22,100.78,45.35,205.18,163.564,96.59,97.126
2007-03-23,104.93,44.11,202.23,162.109,96.08,96.8241
2007-03-26,103.91,43.33,194.64,159.218,94.99,95.64
2007-03-28,99.07,43.1,191.69,155.973,92.95,91.8659
2007-03-29,96.0,42.57,186.75,155.509,94.88,92.9981
2007-03-30,98.08,43.01,190.83,155.155,94.84,93.8284
2007-04-02,91.86,40.29,180.27,146.173,85.34,87.7946
2007-04-03,93.1,40.42,182.84,146.891,85.48,87.4408
2007-04-04,91.74,40.85,185.01,149.264,84.97,88.3041
2007-04-05,90.29,42.76,188.52,152.482,88.05,89.4882
2007-04-09,99.87,45.05,194.23,156.045,91.38,93.3048
2007-04-10,97.86,44.32,198.39,155.955,90.21,93.5218
2007-04-11,93.56,44.32,195.87,156.273,89.31,92.5971
2007-04-12,92.65,43.93,191.67,154.409,88.32,91.3328
2007-04-13,93.78,45.41,196.24,158.809,91.38,94.1587
2007-04-16,93.78,46.16,194.99,161.5,93.71,95.6305
2007-04-17,93.02,47.01,195.61,162.545,93.78,95.3145
2007-04-18,94.26,46.78,196.08,163.445,95.14,97.5648
2007-04-19,92.92,46.5,196.49,164.573,96.17,99.3763
2007-04-20,93.25,46.07,198.92,166.673,96.14,101.329
2007-04-23,92.59,45.08,197.36,166.827,94.74,100.042
2007-04-24,93.64,47.92,202.75,172.745,101.19,106.929
2007-04-25,93.54,49.3,206.2,175.073,101.64,107.552
2007-04-26,93.16,49.16,206.89,174.809,102.32,108.061
2007-04-27,91.0,48.69,202.92,170.027,100.35,103.943
2007-04-30,93.64,47.2,204.83,157.427,99.9,103.967
2007-05-03,94.65,49.07,200.92,158.164,103.23,106.0
2007-05-04,96.02,48.86,201.55,155.609,101.89,106.457
2007-05-07,101.32,48.12,200.01,153.409,98.75,105.641
2007-05-08,101.34,47.47,198.26,152.691,99.63,102.056
2007-05-09,103.63,48.72,198.94,154.427,101.87,105.948
2007-05-10,104.71,50.2,202.36,153.264,101.36,105.986
2007-05-11,104.09,51.71,198.52,154.264,102.38,108.788
2007-05-14,105.09,54.02,199.18,158.255,107.16,113.765
2007-05-15,106.85,54.9,202.21,161.245,109.37,115.812
2007-05-16,108.39,55.35,207.09,167.018,111.33,121.162
2007-05-17,108.78,57.17,208.41,170.555,112.13,125.219
2007-05-18,107.35,56.31,214.06,172.936,110.0,125.248
2007-05-21,111.15,57.55,221.36,171.455,112.04,127.248
2007-05-22,113.3,56.0,223.02,168.827,110.85,125.111
2007-05-23,116.26,54.54,222.93,166.882,112.07,123.479
2007-05-24,114.38,53.83,218.23,165.691,107.19,121.341
2007-05-25,112.89,54.11,213.84,165.945,106.73,122.53
2007-05-28,111.06,55.41,225.43,167.782,107.52,123.464
2007-05-29,112.38,55.03,228.88,167.382,106.0,124.785
2007-05-30,111.96,54.49,220.81,166.118,104.9,125.205
2007-05-31,114.99,55.14,229.52,167.118,107.17,127.72
2007-06-01,115.4,54.46,230.69,169.173,107.35,130.102
2007-06-04,115.17,54.92,233.68,169.7,106.66,132.697
2007-06-05,115.74,56.3,231.92,170.736,107.49,135.537
2007-06-06,115.11,54.51,225.44,165.673,101.96,131.102
2007-06-07,113.98,52.78,221.11,165.291,101.08,128.38
2007-06-08,111.79,52.95,218.19,164.264,99.92,127.998
2007-06-11,113.17,52.04,219.47,163.991,101.24,126.408
2007-06-12,117.27,50.35,217.63,167.155,98.68,125.705
2007-06-13,117.01,49.71,216.58,166.173,97.35,121.752
2007-06-14,117.17,52.44,219.28,164.7,97.85,123.964
2007-06-15,119.95,52.07,222.07,165.218,98.35,124.932
2007-06-18,121.88,52.15,217.69,167.045,97.83,124.413
2007-06-19,122.69,53.26,219.99,171.845,100.93,129.442
2007-06-20,124.1,54.07,220.01,172.391,102.85,134.339
2007-06-21,123.64,52.9,220.36,172.718,105.52,136.485
2007-06-22,122.86,53.18,220.6,173.555,103.46,137.301
2007-06-25,123.24,54.33,219.96,173.2,103.01,136.782
2007-06-26,120.0,53.41,219.74,171.982,104.91,137.499
2007-06-27,118.05,51.97,218.07,170.555,105.22,136.494
2007-06-28,115.86,52.12,219.46,171.427,102.61,138.801
2007-06-29,121.1,54.05,229.35,173.718,108.25,143.962
2007-07-02,121.48,53.26,229.51,172.764,105.66,144.429
2007-07-03,124.69,55.15,230.1,175.764,108.59,149.251
2007-07-04,123.72,54.62,230.15,179.264,106.89,147.553
2007-07-05,126.0,54.25,225.82,182.482,105.81,145.967
2007-07-06,125.75,53.98,231.66,178.455,104.85,146.293
2007-07-09,126.9,55.62,233.52,176.491,108.8,148.222
2007-07-10,126.14,55.05,229.86,175.264,107.75,146.316
2007-07-11,126.39,55.6,229.75,173.373,105.96,145.425
2007-07-12,128.51,56.62,240.29,175.936,108.22,147.114
2007-07-13,128.96,56.86,245.28,176.818,110.65,147.185
2007-07-16,129.15,60.14,243.53,176.527,114.51,152.072
2007-07-17,129.94,60.51,239.86,177.036,114.74,149.369
2007-07-18,131.24,60.01,240.01,178.791,112.33,148.661
2007-07-19,130.02,60.9,241.85,179.927,116.08,150.562
2007-07-20,128.92,61.41,240.18,179.245,114.5,149.477
2007-07-23,124.88,60.82,246.06,176.382,113.26,149.572
2007-07-24,122.99,62.85,249.78,176.3,112.9,148.68
2007-07-25,123.71,61.34,247.81,174.255,110.68,148.076
2007-07-26,123.06,60.58,243.45,171.736,104.95,146.416
2007-07-27,122.87,57.75,233.87,166.255,99.91,141.41
2007-07-30,127.83,58.64,233.77,167.818,100.84,148.892
2007-07-31,125.18,60.0,240.12,168.627,103.02,153.214
2007-08-01,123.6,57.44,232.27,162.0,97.38,146.062
2007-08-02,124.07,58.27,230.48,163.891,98.97,150.284
2007-08-03,124.23,59.24,231.0,166.455,99.76,154.336
2007-08-06,124.06,58.91,226.5,161.255,100.69,158.691
2007-08-07,122.75,60.63,228.28,158.164,100.77,158.71
2007-08-08,125.17,62.63,234.35,160.727,104.24,161.045
2007-08-09,121.41,59.32,231.13,161.764,102.45,155.738
2007-08-10,117.87,58.36,226.1,157.109,99.46,151.619
2007-08-13,120.05,58.53,227.13,158.882,100.3,152.195
2007-08-14,119.5,58.47,229.53,159.755,100.88,152.407
2007-08-16,111.57,54.35,218.8,151.3,96.52,143.505
2007-08-17,115.03,52.95,213.62,149.945,96.23,143.34
2007-08-20,120.93,53.7,222.18,158.609,98.09,146.213
2007-08-21,118.18,52.93,220.79,150.736,95.77,138.065
2007-08-22,116.51,50.88,223.48,153.836,91.99,137.641
2007-08-23,116.5,50.37,220.03,149.991,90.06,133.485
2007-08-24,114.19,50.7,219.54,151.6,90.1,138.325
2007-08-27,115.49,52.47,223.92,160.645,92.65,146.694
2007-08-28,119.98,52.77,230.12,156.891,93.68,146.302
2007-08-29,122.5,52.4,232.51,155.836,92.59,148.496
2007-08-30,125.93,52.74,236.12,158.736,93.68,148.213
2007-08-31,127.0,53.58,234.34,161.527,96.86,150.996
2007-09-03,127.47,56.48,235.28,165.073,98.09,151.591
2007-09-04,131.77,56.51,235.29,165.2,97.63,152.091
2007-09-05,133.52,55.27,234.49,166.436,97.58,150.421
2007-09-06,131.95,56.3,236.92,167.436,98.1,154.162
2007-09-07,130.24,55.12,239.31,167.282,97.99,152.879
2007-09-10,129.92,55.71,239.22,165.618,98.67,154.737
2007-09-11,129.39,55.32,237.56,163.918,98.45,153.105
2007-09-12,129.32,55.6,236.43,160.973,97.46,153.27
2007-09-13,131.9,56.74,242.7,160.736,99.18,157.997
2007-09-14,130.0,56.71,246.54,164.782,98.26,155.714
2007-09-17,131.73,56.56,245.23,162.755,97.47,155.266
2007-09-18,132.06,59.15,246.23,168.1,98.45,159.922
2007-09-19,136.84,63.49,264.86,177.009,103.01,166.975
2007-09-20,141.23,62.13,265.24,175.836,102.23,166.017
2007-09-21,141.94,62.64,263.69,175.645,102.67,170.523
2007-09-24,146.42,65.44,269.3,181.145,107.88,173.061
2007-09-25,147.91,64.09,279.27,180.555,105.72,170.523
2007-09-26,151.15,63.93,275.14,185.455,107.17,174.476
2007-09-27,153.74,64.55,286.6,186.955,106.75,177.448
2007-09-28,152.92,65.3,287.12,193.164,108.51,183.595
2007-10-01,150.3,66.49,282.33,192.327,107.93,178.759
2007-10-03,151.52,66.24,284.96,197.555,107.28,179.981
2007-10-04,150.96,66.63,281.94,194.182,107.04,179.741
2007-10-05,147.78,64.75,280.63,188.436,104.75,175.122
2007-10-08,143.13,61.91,281.47,185.673,101.11,168.126
2007-10-09,145.91,63.98,284.23,190.118,101.59,178.321
2007-10-10,152.44,63.33,283.39,194.645,101.49,181.486
2007-10-11,151.95,64.45,292.14,198.409,102.3,183.515
2007-10-12,148.81,62.29,286.54,191.818,102.29,175.754
2007-10-15,164.0,63.59,299.84,199.536,105.18,184.288
2007-10-16,177.34,62.96,301.55,210.845,107.96,181.892
2007-10-17,174.43,59.8,292.55,203.109,103.45,172.546
2007-10-18,171.42,56.11,277.64,188.455,97.36,158.035
2007-10-19,165.97,54.94,273.27,185.964,94.36,157.294
2007-10-22,163.8,54.39,274.38,192.973,95.19,161.861
2007-10-23,173.77,57.97,297.64,200.364,102.78,171.282
2007-10-24,173.28,59.73,302.79,199.982,102.54,180.179
2007-10-25,174.77,62.36,310.8,208.118,104.66,183.812
2007-10-26,185.22,64.18,309.3,215.909,104.82,196.243
2007-10-29,185.81,65.22,329.39,225.573,107.81,199.715
2007-10-30,181.67,65.26,324.11,225.491,102.17,193.927
2007-10-31,183.47,68.65,330.68,228.009,104.99,195.139
2007-11-01,183.57,70.5,338.04,236.055,107.25,195.814
2007-11-02,186.43,74.44,354.1,242.436,108.34,212.198
2007-11-05,194.6,76.5,343.21,230.882,111.39,211.235
2007-11-06,189.28,71.98,341.64,225.782,109.8,209.353
2007-11-07,186.49,74.11,323.37,218.327,109.66,213.5
2007-11-08,184.21,73.46,311.07,212.555,106.44,206.155
2007-11-12,177.48,71.06,295.47,208.245,107.52,211.82
2007-11-13,191.05,74.68,314.84,213.4,109.73,216.472
2007-11-14,198.13,77.76,350.46,232.464,120.32,222.091
2007-11-15,192.7,77.31,340.09,225.755,118.67,217.788
2007-11-16,195.66,78.04,337.42,221.827,120.51,219.604
2007-11-19,196.19,79.11,330.91,215.945,122.56,217.227
2007-11-20,199.28,76.91,326.06,210.991,117.78,215.019
2007-11-21,188.64,71.25,316.18,201.173,110.61,203.494
2007-11-22,183.78,71.8,318.34,208.245,114.74,212.221
2007-11-23,185.32,70.66,312.54,207.164,116.36,212.203
2007-11-26,187.72,71.98,328.67,210.327,119.91,211.66
2007-11-27,186.42,71.63,326.53,205.873,119.69,214.599
2007-11-28,181.14,72.55,321.27,204.164,116.53,212.519
2007-11-29,183.77,70.67,334.88,211.227,118.54,213.981
2007-11-30,186.13,76.44,343.23,214.255,120.89,217.236
2007-12-03,188.47,76.23,339.22,211.273,125.64,219.345
2007-12-04,188.86,77.07,340.33,207.218,128.78,218.406
2007-12-05,188.02,80.61,344.76,211.645,128.9,224.983
2007-12-06,184.64,78.45,337.99,218.309,125.89,226.025
2007-12-07,187.71,78.29,343.96,226.836,126.67,229.823
2007-12-10,187.93,78.36,337.59,231.173,130.51,228.893
2007-12-11,188.2,79.87,356.11,238.964,133.63,230.95
2007-12-12,188.41,84.94,356.81,234.527,133.9,230.106
2007-12-13,194.44,87.42,351.27,225.973,137.61,226.105
2007-12-14,198.93,86.4,344.89,219.445,135.96,227.087
2007-12-17,196.89,83.69,336.71,212.045,128.95,218.18
2007-12-18,190.61,84.4,332.35,206.955,127.0,216.963
2007-12-19,187.8,81.97,330.61,211.527,124.86,212.91
2007-12-20,186.77,81.03,328.54,210.455,124.31,212.972
2007-12-24,190.65,83.18,339.63,219.264,132.9,220.289
2007-12-26,194.19,84.32,341.35,221.618,133.66,226.45
2007-12-27,191.28,86.52,349.1,226.773,132.07,224.195
2007-12-28,195.11,91.17,346.06,223.036,134.49,224.327
2007-12-31,194.09,91.92,345.82,225.218,132.9,223.723
2008-01-01,194.51,95.03,345.9,223.409,134.26,224.888
2008-01-02,206.93,97.04,343.06,230.409,142.27,228.648
2008-01-03,207.17,98.48,338.88,223.445,140.46,225.997
2008-01-04,210.98,96.3,339.28,233.873,139.91,225.388
2008-01-07,218.03,93.75,331.08,247.736,137.73,226.719
2008-01-08,213.15,90.47,343.15,243.627,136.47,232.535
2008-01-09,219.12,92.5,348.92,237.809,133.85,231.587
2008-01-10,217.83,88.82,344.4,246.573,130.12,227.351
2008-01-11,233.95,88.73,352.91,260.909,130.74,229.728
2008-01-14,253.63,93.6,356.63,256.364,132.98,232.399
2008-01-15,239.31,92.43,357.79,245.855,132.85,228.658
2008-01-16,231.34,92.21,334.75,248.782,129.09,227.912
2008-01-17,232.41,92.96,328.72,240.382,132.07,227.988
2008-01-18,222.55,87.8,314.2,225.455,128.37,222.893
2008-01-21,212.13,77.03,301.42,213.309,120.63,207.211
2008-01-22,194.92,73.11,285.28,204.536,114.0,201.668
2008-01-23,203.14,81.78,306.86,209.355,120.03,219.251
2008-01-24,200.44,81.07,302.08,205.791,123.82,221.081
2008-01-25,219.55,84.06,321.69,229.327,133.57,227.143
2008-01-28,228.29,85.69,318.04,231.627,136.89,231.335
