,AXISBANK,BANKBARODA,HDFCBANK,ICICIBANK,PNB,SBI
120,-1.2066124298063239,-1.5797717022607511,-0.9681097612577403,-1.5579147630560537,-1.8423311943764875,-1.6609097317155521
121,-1.2070042293012597,-1.5672771074499685,-0.9663256656999274,-1.5657238828010505,-1.8340370002846835,-1.6563060919828174
122,-1.2053390814477818,-1.5707478282307414,-0.9654255814545443,-1.5669774994706942,-1.8160662464191086,-1.6472544964521059
123,-1.2069062794275258,-1.580465846416906,-0.9653612897227313,-1.5704488085736923,-1.8316178603412407,-1.658219250195159
124,-1.2069062794275258,-1.5769951256361328,-0.9645897889409744,-1.572087419195181,-1.8305810860797653,-1.659512961765682
125,-1.20749397866993,-1.578383413948442,-0.9648148100023201,-1.5673635540119382,-1.8347281831256672,-1.6575471779979294
126,-1.2071511541118607,-1.5664094272547753,-0.9652327062591052,-1.5675565812825603,-1.82487882764165,-1.6536682360178352
127,-1.2498083241230176,-1.8140453549629278,-1.0354553503319375,-1.8418631810879422,-2.0586714236043715,-1.9463123714646102
128,-1.2072980789224619,-1.5504441116632195,-0.9653773626556845,-1.5711233434314702,-1.8165846335498461,-1.654547521339496
129,-1.2067593546169249,-1.555997264912456,-0.9652005603931986,-1.5653388888492057,-1.8162390421293544,-1.6505644246143174
130,-1.2071021791749939,-1.558600305498036,-0.966598905560133,-1.5660134237069836,-1.8221140962777156,-1.6535651776384888
131,-1.206122680437654,-1.5495764314680263,-0.966004207040862,-1.570930316160848,-1.8079448480375504,-1.65392697833194
132,-1.2071021791749939,-1.5547825126391857,-0.9661488634374414,-1.5711233434314702,-1.8324818388924704,-1.6519611945641872
133,-1.2077388533542648,-1.5549560486782243,-0.9652648521250117,-1.5739201176766904,-1.8328274303129624,-1.648237936518851
134,-1.2086204022178708,-1.5697066119965095,-0.9661970822363012,-1.5781624752727774,-1.8395664630125528,-1.6503067786659507
135,-1.2086693771547379,-1.578383413948442,-0.9663899574317405,-1.5850075192540636,-1.8495886142068159,-1.657805920312034
136,-1.2086204022178708,-1.5658888191376592,-0.9654898731863575,-1.5860681086530852,-1.8321362474719785,-1.657185377304478
137,-1.2077878282911318,-1.5556501928343789,-0.9663578115658339,-1.5852005465246857,-1.8219413005674696,-1.6559958204790395
138,-1.2074450037330628,-1.5438497421797506,-0.9666792702248994,-1.5834654222678861,-1.8012058153379598,-1.6506685793594018
139,-1.2063675551219888,-1.5424614538674415,-0.9663738844987871,-1.5741131449473125,-1.7998234496559926,-1.650202623920866
140,-1.2063675551219888,-1.5386436610085912,-0.9656345295829369,-1.5689056509981156,-1.7920476426949263,-1.6524786791923964
141,-1.2065144799325898,-1.5443703502968666,-0.9653612897227313,-1.5708338025255373,-1.7975771054227958,-1.653616706828162
142,-1.2056819060058508,-1.5402054853599392,-0.9655541649181705,-1.567845061599094,-1.786863771387549,-1.6513921807463046
143,-1.2045554824579099,-1.5408996295160937,-0.9650237581307125,-1.563699217638318,-1.7854814057055817,-1.6487027955916491
144,-1.206122680437654,-1.545758638609176,-0.9635450482990119,-1.5631211964158511,-1.7903196855924675,-1.6427550114644556
145,-1.2059267806901859,-1.5402054853599392,-0.9634807565671989,-1.5647598070373399,-1.7773600073240239,-1.6457546681228892
146,-1.2047024072685109,-1.5306610032128134,-0.9627253287183951,-1.5531898372834119,-1.7673378561297608,-1.6367030725921776
147,-1.2051921566371808,-1.5388171970476299,-0.9582570533573864,-1.552708329696256,-1.7759776416420565,-1.638307055666479
148,-1.20406573308924,-1.5478410710776396,-0.9594946691947881,-1.5647598070373399,-1.7701025874936953,-1.6362897427090528
149,-1.2061716553745208,-1.5532206882878379,-0.9591089188039096,-1.556757660021721,-1.7846174271543522,-1.6467885410135699
150,-1.2082775776598018,-1.5594679856932292,-0.9589321165414236,-1.5594568600422314,-1.7980954925535335,-1.6508231669284221
151,-1.2077388533542648,-1.5544354405611085,-0.960860868495816,-1.5550214751755222,-1.7968859225818121,-1.6462721527510982
152,-1.2083265525966689,-1.5471469269214853,-0.9617127339423392,-1.5538643721411898,-1.7975771054227958,-1.6537197652075086
153,-1.2089632267759398,-1.5495764314680263,-0.9625003076570494,-1.552708329696256,-1.8044889338326322,-1.6566163634865951
154,-1.2088163019653388,-1.5617239542007315,-0.9592375022675358,-1.552803782742168,-1.8117463536629608,-1.6552195935367253
155,-1.2086204022178708,-1.5573855532247654,-0.9588678248096106,-1.5573356812441876,-1.7977499011330418,-1.6461679980060138
156,-1.2085224523441367,-1.5540883684830311,-0.9582731262903397,-1.5568541736570318,-1.786863771387549,-1.641409770704259
157,-1.2088163019653388,-1.5428085259455189,-0.9582731262903397,-1.5635072509570953,-1.7889373199105,-1.6426508567193712
158,-1.2080327029754667,-1.5410731655551324,-0.9575337713744893,-1.5581067297372764,-1.7735585016986137,-1.6289967178216629
159,-1.2082286027229348,-1.5492293593899489,-0.9561193532746015,-1.5648563206726507,-1.7778783944547616,-1.633962158247849
160,-1.2087673270284718,-1.5641534587472727,-0.9562640096711811,-1.5689056509981156,-1.7872093628080408,-1.6406346401276828
161,-1.2095999009552107,-1.567971251606123,-0.95650510366548,-1.5648563206726507,-1.7882461370695164,-1.641409770704259
162,-1.2098937505764127,-1.5653682110205434,-0.9555085818223773,-1.560806990347186,-1.7875549542285327,-1.6353589281977188
163,-1.2498083241230176,-1.8140453549629278,-1.0354553503319375,-1.8418631810879422,-2.0586714236043715,-1.9463123714646102
164,-1.2112160738718218,-1.576474517519017,-0.9556532382189569,-1.5572391676088768,-1.793084416956402,-1.6382029009213943
165,-1.2096488758920778,-1.5606827379664998,-0.9556532382189569,-1.5584927842785206,-1.7770144159035322,-1.627962844930982
166,-1.2070532042381268,-1.557559089263804,-0.9563283014029941,-1.556757660021721,-1.7656098990273015,-1.6258413772284714
167,-1.20749397866993,-1.520942985026649,-0.9545281329122279,-1.552708329696256,-1.7523046293383662,-1.6234622635775942
168,-1.2065144799325898,-1.5212900571047263,-0.9549781750349194,-1.5537689190952777,-1.7590436620379568,-1.6267721917398055
169,-1.2069062794275258,-1.5258019941197312,-0.9550263938337793,-1.5530933236481008,-1.7533414035998418,-1.625013621096484
170,-1.205975755627053,-1.5266696743149244,-0.9558621863473493,-1.5532863509187227,-1.7524774250486124,-1.621652163744599
171,-1.2070042293012597,-1.5374289087353208,-0.9565372495313865,-1.5548295084942994,-1.7659554904477937,-1.6285307623831267
172,-1.2079837280385999,-1.5502705756241808,-0.9555407276882839,-1.5545399675883664,-1.7825438786314012,-1.6359794712052749
